"","lap","cars","Position"
"1028",51,"7",15
"1029",51,"8",16
"1030",51,"99",17
"1031",51,"63",18
"1032",51,"6",19
"1033",52,"33",1
"1034",52,"44",2
"1035",52,"77",3
"1036",52,"16",4
"1037",52,"23",5
"1038",52,"18",6
"1039",52,"27",7
"1040",52,"31",8
"1041",52,"4",9
"1042",52,"26",10
"1043",52,"10",11
"1044",52,"5",12
"1045",52,"55",13
