"","lap","cars","Position"
"613",33,"5",15
"614",33,"7",16
"615",33,"6",17
"616",33,"20",18
"617",34,"44",1
"618",34,"33",2
"619",34,"11",3
"620",34,"23",4
"621",34,"4",5
"622",34,"55",6
"623",34,"3",7
"624",34,"10",8
"625",34,"77",9
"626",34,"31",10
"627",34,"16",11
"628",34,"63",12
"629",34,"99",13
"630",34,"5",14
"631",34,"7",15
"632",34,"6",16
"633",34,"20",17
"634",34,"26",18
"635",35,"44",1
"636",35,"11",2
"637",35,"33",3
"638",35,"4",4
"639",35,"55",5
"640",35,"23",6
"641",35,"3",7
"642",35,"10",8
"643",35,"77",9
"644",35,"16",10
"645",35,"63",11
"646",35,"31",12
"647",35,"99",13
"648",35,"5",14
"649",35,"7",15
"650",35,"6",16
"651",35,"26",17
"652",35,"20",18
"653",36,"44",1
"654",36,"33",2
"655",36,"11",3
"656",36,"4",4
"657",36,"55",5
"658",36,"23",6
"659",36,"10",7
"660",36,"77",8
"661",36,"3",9
"662",36,"16",10
"663",36,"31",11
"664",36,"63",12
"665",36,"99",13
"666",36,"5",14
"667",36,"7",15
"668",36,"6",16
"669",36,"26",17
"670",36,"20",18
"671",37,"44",1
"672",37,"33",2
"673",37,"4",3
"674",37,"55",4
"675",37,"11",5
"676",37,"23",6
"677",37,"10",7
"678",37,"77",8
"679",37,"16",9
"680",37,"31",10
"681",37,"3",11
"682",37,"63",12
"683",37,"99",13
"684",37,"5",14
"685",37,"7",15
"686",37,"6",16
"687",37,"26",17
"688",37,"20",18
"689",38,"44",1
"690",38,"33",2
"691",38,"11",3
"692",38,"4",4
"693",38,"55",5
"694",38,"23",6
"695",38,"10",7
"696",38,"77",8
"697",38,"16",9
"698",38,"3",10
"699",38,"31",11
"700",38,"63",12
"701",38,"99",13
"702",38,"5",14
"703",38,"7",15
"704",38,"26",16
"705",38,"20",17
"706",38,"6",18
"707",39,"44",1
"708",39,"33",2
"709",39,"11",3
"710",39,"23",4
"711",39,"55",5
"712",39,"10",6
"713",39,"4",7
"714",39,"16",8
"715",39,"3",9
"716",39,"31",10
"717",39,"77",11
"718",39,"99",12
"719",39,"63",13
"720",39,"5",14
"721",39,"7",15
"722",39,"26",16
"723",39,"20",17
"724",39,"6",18
"725",40,"44",1
"726",40,"33",2
"727",40,"11",3
"728",40,"23",4
"729",40,"10",5
"730",40,"4",6
"731",40,"55",7
"732",40,"16",8
"733",40,"3",9
"734",40,"31",10
"735",40,"77",11
"736",40,"99",12
"737",40,"26",13
"738",40,"7",14
"739",40,"20",15
"740",40,"63",16
"741",40,"6",17
"742",40,"5",18
"743",41,"44",1
"744",41,"33",2
"745",41,"11",3
"746",41,"23",4
"747",41,"10",5
"748",41,"4",6
"749",41,"55",7
"750",41,"3",8
"751",41,"31",9
"752",41,"77",10
"753",41,"99",11
"754",41,"16",12
"755",41,"26",13
"756",41,"20",14
"757",41,"63",15
"758",41,"5",16
"759",41,"6",17
"760",41,"7",18
"761",42,"44",1
"762",42,"33",2
"763",42,"11",3
"764",42,"23",4
"765",42,"10",5
"766",42,"4",6
"767",42,"55",7
"768",42,"3",8
"769",42,"31",9
"770",42,"77",10
"771",42,"16",11
"772",42,"99",12
"773",42,"26",13
"774",42,"63",14
"775",42,"20",15
"776",42,"5",16
"777",42,"6",17
"778",42,"7",18
"779",43,"44",1
"780",43,"33",2
"781",43,"11",3
"782",43,"23",4
"783",43,"10",5
"784",43,"4",6
"785",43,"55",7
"786",43,"3",8
"787",43,"77",9
"788",43,"31",10
"789",43,"16",11
"790",43,"99",12
"791",43,"26",13
"792",43,"63",14
"793",43,"5",15
"794",43,"20",16
"795",43,"6",17
"796",43,"7",18
"797",44,"44",1
"798",44,"33",2
"799",44,"11",3
"800",44,"23",4
"801",44,"4",5
"802",44,"10",6
"803",44,"55",7
"804",44,"3",8
"805",44,"77",9
"806",44,"31",10
"807",44,"16",11
"808",44,"99",12
"809",44,"26",13
"810",44,"63",14
"811",44,"5",15
"812",44,"6",16
"813",44,"20",17
